0.00001031 0.01213183 0.28224982 0.85068083
0.01213183 0.28224982 0.85068083 0.54752158
0.28224982 0.85068083 0.54752158 0.76596927
0.85068083 0.54752158 0.76596927 0.73086055
0.54752158 0.76596927 0.73086055 0.46096658
0.76596927 0.73086055 0.46096658 0.20829141
0.73086055 0.46096658 0.20829141 0.34571446
0.46096658 0.20829141 0.34571446 0.67498879
0.20829141 0.34571446 0.67498879 0.98691102
0.34571446 0.67498879 0.98691102 0.87969300
0.67498879 0.98691102 0.87969300 0.97970871
0.98691102 0.87969300 0.97970871 0.31827075
0.87969300 0.97970871 0.31827075 0.67122110
0.97970871 0.31827075 0.67122110 0.08631240
0.31827075 0.67122110 0.08631240 0.47458319
0.67122110 0.08631240 0.47458319 0.59561293
0.08631240 0.47458319 0.59561293 0.21642305
0.47458319 0.59561293 0.21642305 0.49794641
0.59561293 0.21642305 0.49794641 0.83397344
0.21642305 0.49794641 0.83397344 0.08901580
0.49794641 0.83397344 0.08901580 0.98020401
0.83397344 0.08901580 0.98020401 0.24405699
0.08901580 0.98020401 0.24405699 0.88419612
0.98020401 0.24405699 0.88419612 0.88507553
0.24405699 0.88419612 0.88507553 0.36751017
0.88419612 0.88507553 0.36751017 0.89574984
0.88507553 0.36751017 0.89574984 0.74095851
0.36751017 0.89574984 0.74095851 0.19203337
0.89574984 0.74095851 0.19203337 0.33772098
0.74095851 0.19203337 0.33772098 0.54344730
0.19203337 0.33772098 0.54344730 0.62145367
0.33772098 0.54344730 0.62145367 0.75017917
0.54344730 0.62145367 0.75017917 0.63871445
0.62145367 0.75017917 0.63871445 0.09435003
0.75017917 0.63871445 0.09435003 0.01636142
0.63871445 0.09435003 0.01636142 0.85853854
0.09435003 0.01636142 0.85853854 0.35644773
0.01636142 0.85853854 0.35644773 0.44331005
0.85853854 0.35644773 0.44331005 0.21392389
0.35644773 0.44331005 0.21392389 0.95130142
0.44331005 0.21392389 0.95130142 0.80077460
0.21392389 0.95130142 0.80077460 0.76065118
0.95130142 0.80077460 0.76065118 0.98041259
0.80077460 0.76065118 0.98041259 0.86203542
0.76065118 0.98041259 0.86203542 0.75914069
0.98041259 0.86203542 0.75914069 0.32649632
0.86203542 0.75914069 0.32649632 0.42624284
0.75914069 0.32649632 0.42624284 0.40401171
0.32649632 0.42624284 0.40401171 0.10966761
0.42624284 0.40401171 0.10966761 0.29768104
0.40401171 0.10966761 0.29768104 0.46709670
0.10966761 0.29768104 0.46709670 0.45261760
0.29768104 0.46709670 0.45261760 0.39455406
0.46709670 0.45261760 0.39455406 0.62288383
0.45261760 0.39455406 0.62288383 0.72202411
0.39455406 0.62288383 0.72202411 0.20489264
0.62288383 0.72202411 0.20489264 0.90301624
0.72202411 0.20489264 0.90301624 0.68345090
0.20489264 0.90301624 0.68345090 0.47955562
0.90301624 0.68345090 0.47955562 0.48777584
0.68345090 0.47955562 0.48777584 0.25728230
0.47955562 0.48777584 0.25728230 0.21190111
0.48777584 0.25728230 0.21190111 0.23427131
0.25728230 0.21190111 0.23427131 0.20244978
0.21190111 0.23427131 0.20244978 0.20175352
0.23427131 0.20244978 0.20175352 0.14385831
0.20244978 0.20175352 0.14385831 0.51638016
0.20175352 0.14385831 0.51638016 0.91219411
0.14385831 0.51638016 0.91219411 0.40975051
0.51638016 0.91219411 0.40975051 0.35627636
0.91219411 0.40975051 0.35627636 0.82949002
0.40975051 0.35627636 0.82949002 0.06107042
0.35627636 0.82949002 0.06107042 0.89288605
0.82949002 0.06107042 0.89288605 0.34819837
0.06107042 0.89288605 0.34819837 0.84215191
0.89288605 0.34819837 0.84215191 0.07705912
0.34819837 0.84215191 0.07705912 0.03804698
0.84215191 0.07705912 0.03804698 0.14429029
