0.02075195 0.35278320 0.99792480 0.96667480
0.35278320 0.99792480 0.96667480 0.43542480
0.99792480 0.96667480 0.43542480 0.40307617
0.96667480 0.43542480 0.40307617 0.85302734
0.43542480 0.40307617 0.85302734 0.50317383
0.40307617 0.85302734 0.50317383 0.55493164
0.85302734 0.50317383 0.55493164 0.43493652
0.50317383 0.55493164 0.43493652 0.39477539
0.55493164 0.43493652 0.39477539 0.71191406
0.43493652 0.39477539 0.71191406 0.10400391
0.39477539 0.71191406 0.10400391 0.76818848
0.71191406 0.10400391 0.76818848 0.06079102
0.10400391 0.76818848 0.06079102 0.03356934
0.76818848 0.06079102 0.03356934 0.57067871
0.06079102 0.03356934 0.57067871 0.70263672
0.03356934 0.57067871 0.70263672 0.94616699
0.57067871 0.70263672 0.94616699 0.08679199
0.70263672 0.94616699 0.08679199 0.47558594
0.94616699 0.08679199 0.47558594 0.08593750
0.08679199 0.47558594 0.08593750 0.46105957
0.47558594 0.08593750 0.46105957 0.83886719
0.08593750 0.46105957 0.83886719 0.26245117
0.46105957 0.83886719 0.26245117 0.46215820
0.83886719 0.26245117 0.46215820 0.85754395
0.26245117 0.46215820 0.85754395 0.57995605
0.46215820 0.85754395 0.57995605 0.86035156
0.85754395 0.57995605 0.86035156 0.62768555
0.57995605 0.86035156 0.62768555 0.67187500
0.86035156 0.62768555 0.67187500 0.42321777
0.62768555 0.67187500 0.42321777 0.19555664
0.67187500 0.42321777 0.19555664 0.32482910
0.42321777 0.19555664 0.32482910 0.52270508
0.19555664 0.32482910 0.52270508 0.88696289
0.32482910 0.52270508 0.88696289 0.08020020
0.52270508 0.88696289 0.08020020 0.36352539
0.88696289 0.08020020 0.36352539 0.18066406
0.08020020 0.36352539 0.18066406 0.07165527
0.36352539 0.18066406 0.07165527 0.21826172
0.18066406 0.07165527 0.21826172 0.71081543
0.07165527 0.21826172 0.71081543 0.08532715
0.21826172 0.71081543 0.08532715 0.45068359
0.71081543 0.08532715 0.45068359 0.66247559
0.08532715 0.45068359 0.66247559 0.26342773
0.45068359 0.66247559 0.26342773 0.47875977
0.66247559 0.26342773 0.47875977 0.13989258
0.26342773 0.47875977 0.13989258 0.37841797
0.47875977 0.13989258 0.37841797 0.43383789
0.13989258 0.37841797 0.43383789 0.37609863
0.37841797 0.43383789 0.37609863 0.39440918
0.43383789 0.37609863 0.39440918 0.70568848
0.37609863 0.39440918 0.70568848 0.99804688
